"id","name","station_id","facility_type","physical_city","physical_state","Vet Center Status
(Normal, Alpha, Bravo, Charlie, Delta)","facility_status
(Options: Normal services and hours, Facility notice, Limited services and hours, Facility closed)","facility_status_more_info
(limit 300 characters, plain text only, changed yellow if too long)"
"vc_0731V","Spring Vet Center","0731V","vet_center","Houston","TX","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0421V","Springfield Vet Center","0421V","vet_center","Springfield","IL","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0736V","Springfield Vet Center","0736V","vet_center","Springfield","MO","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0103V","Springfield Vet Center","0103V","vet_center","West Springfield","MA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0414V","St. Louis Vet Center","0414V","vet_center","Creve Coeur","MO","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0416V","St. Paul Vet Center","0416V","vet_center","New Brighton","MN","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0301V","St. Petersburg Vet Center","0301V","vet_center","St. Petersburg","FL","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0241V","Stark County Vet Center","0241V","vet_center","Canton","OH","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0132V","Staten Island Vet Center","0132V","vet_center","Staten Island","NY","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0243V","Sussex County Vet Center","0243V","vet_center","Georgetown","DE","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0508V","Tacoma Vet Center","0508V","vet_center","Tacoma","WA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0325V","Tallahassee Vet Center","0325V","vet_center","Tallahassee","FL","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0318V","Tampa Vet Center","0318V","vet_center","Tampa","FL","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0608V","Temecula Vet Center","0608V","vet_center","Temecula","CA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0234V","Toledo Vet Center","0234V","vet_center","Toledo","OH","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0445V","Traverse City Vet Center","0445V","vet_center","Traverse City","MI","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0114V","Trenton Vet Center","0114V","vet_center","Ewing","NJ","Bravo Status","Facility closed","We've closed our Vet Center at this time, following coronavirus COVID-19 guidance from the CDC and our local health department. We're conducting all appointments virtually. Please contact us by phone or online. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0521V","Tucson Vet Center","0521V","vet_center","Tucson","AZ","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0723V","Tulsa Vet Center","0723V","vet_center","Tulsa","OK","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0643V","Ventura Vet Center","0643V","vet_center","Ventura","CA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0240V","Virginia Beach Vet Center","0240V","vet_center","Virginia Beach","VA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0541V","Walla Walla Vet Center","0541V","vet_center","Walla Walla","WA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0214V","Washington DC Vet Center","0214V","vet_center","Washington","DC","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0512V","Wasilla Vet Center","0512V","vet_center","Wasilla","AK","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_4421OS","Wausau Outstation","4421OS","vet_center","Wausau","WI","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0607V","West Los Angeles Vet Center","0607V","vet_center","Culver City","CA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0533V","West Valley Vet Center","0533V","vet_center","Peoria","AZ","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0621V","Western Oahu Vet Center","0621V","vet_center","Kapolei","HI","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0233V","Wheeling Vet Center","0233V","vet_center","Wheeling","WV","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0220V","White Oak Vet Center","0220V","vet_center","White Oak","PA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0123V","White Plains Vet Center","0123V","vet_center","White Plains","NY","Bravo Status","Limited services and hours","We're conducting all regularly scheduled appointments virtually at this time due to the coronavirus COVID-19. Please contact us by phone or online. If you need to talk with someone confidentially, please call us anytime day or night at 877-927-8387."
"vc_0122V","White River Junction Vet Center","0122V","vet_center","White River Junction","VT","Bravo Status","Limited services and hours","We're conducting all regularly scheduled appointments virtually at this time due to the coronavirus COVID-19. Please contact us by phone or online. If you need to talk with someone confidentially, please call us anytime day or night at 877-927-8387."
"vc_0426V","Wichita Vet Center","0426V","vet_center","Wichita","KS","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0212V","Williamsport Vet Center","0212V","vet_center","Williamsport","PA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0215V","Wilmington Vet Center","0215V","vet_center","Wilmington","DE","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0126V","Worcester Vet Center","0126V","vet_center","Worcester","MA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0523V","Yakima Valley Vet Center","0523V","vet_center","Yakima","WA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0537V","Yuma Vet Center","0537V","vet_center","Yuma","AZ","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
